pk,name,type,price,created_at,updated_at
258,encompassing,Equipment,9.92,2022-01-30 04:29:11,2022-02-02 04:29:11 UTC
259,contingency,Medicine,11.6,2021-07-18 12:38:03,2021-07-20 12:38:03 UTC
260,model,Supplements,1.93,2021-04-25 04:02:19,2021-04-28 04:02:19 UTC
261,orchestration,Toys,24.96,2021-05-28 20:44:38,2021-05-30 20:44:38 UTC
262,protocol,Bedding,52.51,2021-03-21 11:31:18,2021-03-24 11:31:18 UTC
263,parallelism,Snack,48.03,2021-10-09 04:40:24,2021-10-10 04:40:24 UTC
264,uniform,Supplements,31.74,2021-09-05 09:07:31,2021-09-05 09:07:31 UTC
265,bifurcated,Equipment,74.49,2021-04-26 13:12:19,2021-04-27 13:12:19 UTC
266,support,Toys,69.1,2021-11-02 01:01:24,2021-11-04 01:01:24 UTC
267,Open-architected,Food,28.04,2021-05-27 17:19:30,2021-05-29 17:19:30 UTC
268,background,Equipment,70.69,2021-08-22 12:09:48,2021-08-25 12:09:48 UTC
269,value-added,Accessory,1.18,2021-10-04 03:48:29,2021-10-06 03:48:29 UTC
270,superstructure,Medicine,47.55,2021-04-28 23:38:08,2021-04-30 23:38:08 UTC
271,challenge,Bedding,44.37,2021-05-10 20:54:19,2021-05-13 20:54:19 UTC
272,intangible,Bedding,67.42,2021-07-27 17:09:12,2021-07-28 17:09:12 UTC
273,Realigned,Accessory,73.61,2021-12-19 08:28:10,2021-12-20 08:28:10 UTC
274,value-added,Toys,57.41,2021-08-03 05:51:09,2021-08-03 05:51:09 UTC
275,Customer-focused,Equipment,33.05,2021-08-14 16:23:26,2021-08-15 16:23:26 UTC
276,Optimized,Toys,61.48,2022-03-03 04:27:36,2022-03-06 04:27:36 UTC
277,full-range,Housing,37.2,2021-05-15 18:25:26,2021-05-16 18:25:26 UTC
278,regional,Toys,64.35,2021-09-14 15:32:52,2021-09-17 15:32:52 UTC
279,frame,Toys,73.87,2021-12-04 17:12:50,2021-12-05 17:12:50 UTC
280,Programmable,Snack,53.1,2021-05-15 04:04:40,2021-05-16 04:04:40 UTC
281,Graphical User Interface,Snack,62.49,2021-07-11 12:57:30,2021-07-14 12:57:30 UTC
282,full-range,Toys,48.78,2021-08-22 21:01:24,2021-08-22 21:01:24 UTC
283,impactful,Supplements,66.97,2021-10-11 02:49:03,2021-10-14 02:49:03 UTC
284,24/7,Clothes,27.42,2021-09-30 08:06:13,2021-10-01 08:06:13 UTC
285,toolset,Accessory,10.55,2021-04-08 09:49:09,2021-04-09 09:49:09 UTC
286,process improvement,Food,28.99,2022-02-16 22:40:00,2022-02-18 22:40:00 UTC
287,heuristic,Accessory,5.42,2021-12-03 06:34:12,2021-12-04 06:34:12 UTC
288,client-driven,Bedding,76.7,2021-10-31 00:05:41,2021-11-03 00:05:41 UTC
289,algorithm,Equipment,14.42,2022-01-25 08:38:18,2022-01-28 08:38:18 UTC
290,productivity,Equipment,52.88,2021-12-10 23:33:31,2021-12-11 23:33:31 UTC
291,analyzer,Toys,68.65,2021-12-01 15:24:52,2021-12-01 15:24:52 UTC
292,functionalities,Supplements,41.0,2021-09-01 07:07:18,2021-09-03 07:07:18 UTC
293,adapter,Snack,1.61,2021-04-28 17:17:27,2021-04-28 17:17:27 UTC
294,holistic,Supplements,45.99,2022-02-25 22:36:31,2022-02-25 22:36:31 UTC
295,concept,Equipment,16.64,2021-04-02 07:30:01,2021-04-02 07:30:01 UTC
296,Optimized,Grooming,50.74,2021-04-22 04:30:36,2021-04-24 04:30:36 UTC
297,pricing structure,Accessory,79.09,2021-07-11 13:37:30,2021-07-11 13:37:30 UTC
298,User-friendly,Snack,11.14,2021-10-25 00:53:58,2021-10-28 00:53:58 UTC
299,Re-contextualized,Toys,41.23,2021-08-06 14:23:18,2021-08-09 14:23:18 UTC
300,discrete,Supplements,35.01,2021-03-25 07:27:32,2021-03-26 07:27:32 UTC
301,Sharable,Toys,48.37,2022-01-07 20:50:17,2022-01-08 20:50:17 UTC
302,Upgradable,Snack,43.27,2021-05-13 14:02:07,2021-05-16 14:02:07 UTC
303,Advanced,Accessory,76.33,2021-10-22 17:10:07,2021-10-25 17:10:07 UTC
304,empowering,Food,78.26,2021-08-26 23:54:51,2021-08-26 23:54:51 UTC
305,success,Bedding,64.52,2022-02-05 09:54:08,2022-02-07 09:54:08 UTC
306,Balanced,Toys,7.77,2021-09-02 05:04:20,2021-09-05 05:04:20 UTC
307,client-driven,Equipment,56.74,2021-04-11 04:55:54,2021-04-12 04:55:54 UTC
308,process improvement,Food,3.38,2022-03-06 08:18:29,2022-03-09 08:18:29 UTC
309,Enterprise-wide,Grooming,19.5,2021-10-03 21:19:40,2021-10-03 21:19:40 UTC
310,Visionary,Toys,41.04,2021-11-06 16:11:26,2021-11-09 16:11:26 UTC
311,conglomeration,Bedding,44.74,2021-08-21 13:31:29,2021-08-23 13:31:29 UTC
312,contingency,Equipment,31.05,2021-03-31 13:03:40,2021-03-31 13:03:40 UTC
313,encoding,Equipment,19.96,2021-04-27 05:48:47,2021-04-29 05:48:47 UTC
314,Intuitive,Supplements,66.54,2022-01-16 19:07:16,2022-01-17 19:07:16 UTC
315,responsive,Toys,39.63,2021-10-08 00:28:02,2021-10-10 00:28:02 UTC
316,Re-contextualized,Equipment,26.43,2021-06-09 06:43:37,2021-06-11 06:43:37 UTC
317,synergy,Snack,59.4,2021-08-18 23:44:51,2021-08-18 23:44:51 UTC
318,full-range,Supplements,14.15,2021-06-06 23:48:31,2021-06-07 23:48:31 UTC
319,application,Toys,55.56,2022-02-21 20:03:00,2022-02-21 20:03:00 UTC
320,5th generation,Grooming,78.32,2022-02-24 08:29:04,2022-02-26 08:29:04 UTC
321,Switchable,Equipment,50.26,2022-03-01 13:25:09,2022-03-03 13:25:09 UTC
322,Sharable,Accessory,37.59,2021-10-15 13:51:33,2021-10-15 13:51:33 UTC
323,portal,Supplements,11.06,2021-09-23 10:25:09,2021-09-24 10:25:09 UTC
324,24 hour,Snack,67.67,2021-10-02 20:24:05,2021-10-02 20:24:05 UTC
325,Phased,Equipment,11.74,2021-11-12 01:15:23,2021-11-13 01:15:23 UTC
326,real-time,Toys,11.13,2021-07-19 06:28:13,2021-07-20 06:28:13 UTC
327,website,Toys,19.46,2021-06-27 11:53:12,2021-06-29 11:53:12 UTC
328,user-facing,Snack,23.29,2021-08-25 12:56:06,2021-08-26 12:56:06 UTC
329,interface,Housing,34.56,2021-10-05 22:04:42,2021-10-05 22:04:42 UTC
330,coherent,Equipment,67.33,2021-03-22 12:01:34,2021-03-24 12:01:34 UTC
331,local area network,Supplements,20.6,2021-08-14 12:56:42,2021-08-15 12:56:42 UTC
332,Reactive,Accessory,36.32,2022-03-08 03:15:46,2022-03-10 03:15:46 UTC
333,intermediate,Equipment,43.02,2021-04-19 18:11:59,2021-04-21 18:11:59 UTC
334,hub,Snack,73.13,2021-09-22 20:51:18,2021-09-23 20:51:18 UTC
335,methodical,Equipment,62.74,2021-05-30 15:41:12,2021-06-02 15:41:12 UTC
336,explicit,Clothes,68.24,2022-01-16 19:34:38,2022-01-16 19:34:38 UTC
337,installation,Clothes,70.14,2022-02-02 14:37:20,2022-02-05 14:37:20 UTC
338,incremental,Medicine,17.63,2021-07-23 07:39:21,2021-07-24 07:39:21 UTC
339,leverage,Toys,56.14,2021-12-18 05:39:08,2021-12-18 05:39:08 UTC
340,User-centric,Food,71.77,2021-06-08 15:48:00,2021-06-10 15:48:00 UTC
341,intermediate,Snack,14.29,2021-05-19 18:56:16,2021-05-19 18:56:16 UTC
342,multimedia,Snack,17.88,2022-01-26 02:13:05,2022-01-27 02:13:05 UTC
343,asymmetric,Toys,42.12,2022-02-09 04:06:47,2022-02-09 04:06:47 UTC
344,Networked,Medicine,27.61,2021-08-27 00:23:53,2021-08-27 00:23:53 UTC
345,software,Toys,62.91,2021-06-13 15:51:48,2021-06-16 15:51:48 UTC
346,groupware,Toys,13.95,2021-04-15 10:34:52,2021-04-16 10:34:52 UTC
347,optimal,Supplements,64.11,2021-10-26 10:31:19,2021-10-27 10:31:19 UTC
348,Mandatory,Food,48.69,2021-05-17 20:01:49,2021-05-17 20:01:49 UTC
349,Down-sized,Grooming,41.65,2021-10-13 09:59:54,2021-10-14 09:59:54 UTC
350,utilisation,Medicine,9.65,2021-03-16 07:29:40,2021-03-16 07:29:40 UTC
351,instruction set,Medicine,29.66,2021-08-20 11:51:41,2021-08-20 11:51:41 UTC
352,even-keeled,Snack,44.32,2021-04-12 21:58:44,2021-04-13 21:58:44 UTC
353,scalable,Accessory,61.34,2021-06-22 09:12:18,2021-06-25 09:12:18 UTC
354,infrastructure,Food,54.98,2022-02-05 00:12:12,2022-02-06 00:12:12 UTC
355,scalable,Housing,35.94,2021-05-22 09:34:15,2021-05-25 09:34:15 UTC
356,Business-focused,Toys,51.71,2021-08-24 06:22:05,2021-08-27 06:22:05 UTC
357,Multi-layered,Accessory,75.36,2021-08-12 09:27:36,2021-08-15 09:27:36 UTC
358,dynamic,Supplements,62.55,2021-11-18 16:39:39,2021-11-18 16:39:39 UTC
359,Programmable,Snack,13.76,2021-06-22 04:50:28,2021-06-24 04:50:28 UTC
360,Assimilated,Supplements,35.11,2022-02-16 10:43:24,2022-02-17 10:43:24 UTC
361,systemic,Grooming,4.28,2021-05-04 10:35:30,2021-05-07 10:35:30 UTC
362,frame,Housing,63.21,2021-08-26 15:42:25,2021-08-29 15:42:25 UTC
363,3rd generation,Supplements,65.51,2021-09-06 05:03:30,2021-09-09 05:03:30 UTC
364,multi-state,Snack,22.57,2022-02-23 10:37:32,2022-02-26 10:37:32 UTC
365,fresh-thinking,Medicine,18.9,2021-06-02 21:50:02,2021-06-03 21:50:02 UTC
366,secondary,Clothes,30.18,2021-08-13 07:21:01,2021-08-16 07:21:01 UTC
367,Self-enabling,Toys,35.59,2021-04-16 07:23:57,2021-04-18 07:23:57 UTC
368,clear-thinking,Clothes,53.17,2021-10-06 03:01:40,2021-10-07 03:01:40 UTC
369,6th generation,Toys,40.94,2021-04-14 11:08:11,2021-04-15 11:08:11 UTC
370,tertiary,Supplements,7.69,2022-01-08 15:00:07,2022-01-08 15:00:07 UTC
371,protocol,Housing,30.08,2021-05-02 11:03:49,2021-05-04 11:03:49 UTC
372,asynchronous,Toys,38.79,2021-11-25 05:31:20,2021-11-25 05:31:20 UTC
373,Enhanced,Grooming,78.77,2021-09-24 04:55:01,2021-09-27 04:55:01 UTC
374,well-modulated,Medicine,16.99,2021-11-02 21:01:23,2021-11-05 21:01:23 UTC
375,forecast,Supplements,45.84,2021-07-01 13:33:55,2021-07-01 13:33:55 UTC
376,asymmetric,Bedding,69.1,2021-09-29 08:24:57,2021-09-29 08:24:57 UTC
377,standardization,Snack,36.17,2021-04-10 15:32:20,2021-04-10 15:32:20 UTC
378,optimal,Accessory,8.77,2021-09-10 07:00:01,2021-09-10 07:00:01 UTC
379,paradigm,Toys,10.76,2021-07-19 00:32:30,2021-07-20 00:32:30 UTC
380,service-desk,Snack,52.92,2021-08-29 23:48:29,2021-08-29 23:48:29 UTC
381,Optional,Toys,55.34,2021-06-04 08:31:09,2021-06-06 08:31:09 UTC
382,Multi-layered,Accessory,68.54,2021-05-21 08:35:15,2021-05-22 08:35:15 UTC
383,directional,Snack,5.71,2021-11-11 08:03:22,2021-11-13 08:03:22 UTC
384,exuding,Equipment,10.62,2022-03-10 07:12:23,2022-03-10 07:12:23 UTC
385,Centralized,Toys,42.93,2021-07-22 20:20:02,2021-07-25 20:20:02 UTC
386,Reactive,Toys,74.83,2021-10-29 08:14:49,2021-10-30 08:14:49 UTC
387,capability,Snack,43.62,2021-11-26 18:48:17,2021-11-27 18:48:17 UTC
388,Automated,Food,70.5,2021-07-29 23:16:42,2021-07-29 23:16:42 UTC
389,toolset,Medicine,22.66,2021-05-01 05:59:10,2021-05-03 05:59:10 UTC
390,Integrated,Clothes,69.23,2021-04-01 06:57:09,2021-04-01 06:57:09 UTC
391,extranet,Bedding,20.95,2021-12-29 22:53:38,2022-01-01 22:53:38 UTC
392,Enhanced,Medicine,38.88,2021-04-19 22:01:22,2021-04-21 22:01:22 UTC
393,Mandatory,Housing,74.01,2021-10-23 02:01:40,2021-10-26 02:01:40 UTC
394,Robust,Medicine,31.07,2021-11-14 10:39:07,2021-11-16 10:39:07 UTC
395,Exclusive,Grooming,48.9,2021-05-18 20:26:41,2021-05-21 20:26:41 UTC
396,secured line,Equipment,36.36,2022-03-05 09:20:34,2022-03-08 09:20:34 UTC
397,Extended,Toys,2.59,2021-09-13 19:31:29,2021-09-15 19:31:29 UTC
398,24 hour,Snack,39.28,2022-01-20 17:08:10,2022-01-20 17:08:10 UTC
399,archive,Medicine,12.64,2021-12-05 01:42:40,2021-12-07 01:42:40 UTC
400,disintermediate,Equipment,39.59,2021-08-03 16:50:52,2021-08-04 16:50:52 UTC
401,knowledge user,Equipment,25.4,2021-12-30 05:30:29,2021-12-31 05:30:29 UTC
402,Ergonomic,Medicine,18.13,2021-08-03 00:55:53,2021-08-03 00:55:53 UTC
403,Multi-channelled,Snack,59.14,2021-05-26 03:46:34,2021-05-28 03:46:34 UTC
404,toolset,Clothes,14.44,2021-07-15 21:34:17,2021-07-16 21:34:17 UTC
405,installation,Snack,43.59,2021-04-03 22:59:04,2021-04-03 22:59:04 UTC
406,value-added,Equipment,75.43,2021-05-24 00:17:41,2021-05-27 00:17:41 UTC
407,real-time,Food,32.81,2021-06-12 05:52:06,2021-06-13 05:52:06 UTC
408,mission-critical,Equipment,24.58,2021-10-27 00:43:32,2021-10-30 00:43:32 UTC
409,hybrid,Accessory,32.98,2021-04-22 20:42:42,2021-04-23 20:42:42 UTC
410,Switchable,Snack,60.31,2022-03-10 15:49:19,2022-03-11 15:49:19 UTC
411,project,Medicine,55.7,2022-01-23 08:32:13,2022-01-26 08:32:13 UTC
412,capacity,Toys,33.5,2021-06-20 00:33:32,2021-06-22 00:33:32 UTC
413,Proactive,Snack,53.89,2022-01-09 13:48:53,2022-01-09 13:48:53 UTC
414,Public-key,Supplements,15.06,2021-05-25 17:33:04,2021-05-28 17:33:04 UTC
415,strategy,Medicine,74.07,2022-01-02 02:13:13,2022-01-05 02:13:13 UTC
416,capability,Snack,25.19,2021-04-16 14:44:00,2021-04-17 14:44:00 UTC
417,Right-sized,Housing,71.3,2021-05-14 16:14:27,2021-05-16 16:14:27 UTC
418,Optimized,Snack,68.74,2021-05-10 01:30:45,2021-05-10 01:30:45 UTC
419,Streamlined,Food,69.42,2022-01-04 17:12:41,2022-01-04 17:12:41 UTC
420,Balanced,Equipment,52.06,2021-06-16 03:45:16,2021-06-19 03:45:16 UTC
421,knowledge base,Toys,56.3,2021-11-19 01:32:55,2021-11-19 01:32:55 UTC
422,4th generation,Bedding,59.37,2021-06-07 12:32:13,2021-06-08 12:32:13 UTC
423,complexity,Supplements,23.12,2021-11-27 18:31:51,2021-11-28 18:31:51 UTC
424,Persistent,Toys,3.3,2021-07-10 23:27:24,2021-07-11 23:27:24 UTC
425,open architecture,Toys,51.51,2021-05-05 05:38:17,2021-05-05 05:38:17 UTC
426,Fully-configurable,Clothes,45.64,2021-10-19 14:45:33,2021-10-20 14:45:33 UTC
427,migration,Snack,78.17,2021-06-25 20:21:20,2021-06-28 20:21:20 UTC
428,next generation,Equipment,55.79,2021-11-21 20:14:34,2021-11-24 20:14:34 UTC
429,value-added,Toys,32.1,2021-08-16 11:19:28,2021-08-18 11:19:28 UTC
430,matrices,Snack,20.89,2021-05-07 02:31:34,2021-05-10 02:31:34 UTC
431,implementation,Bedding,36.41,2021-09-04 06:21:39,2021-09-05 06:21:39 UTC
432,Optional,Toys,44.65,2021-10-12 13:00:57,2021-10-15 13:00:57 UTC
433,customer loyalty,Bedding,21.35,2021-12-09 13:52:28,2021-12-11 13:52:28 UTC
434,approach,Equipment,26.41,2021-12-29 11:46:46,2021-12-30 11:46:46 UTC
435,hierarchy,Clothes,79.18,2022-01-07 12:19:52,2022-01-10 12:19:52 UTC
436,Stand-alone,Food,57.95,2021-06-29 20:06:13,2021-07-01 20:06:13 UTC
437,bifurcated,Equipment,3.07,2021-12-14 22:10:39,2021-12-16 22:10:39 UTC
438,full-range,Equipment,27.81,2022-02-17 20:00:00,2022-02-20 20:00:00 UTC
439,Right-sized,Accessory,21.62,2021-04-19 01:41:48,2021-04-19 01:41:48 UTC
440,knowledge user,Food,35.32,2021-04-13 08:05:52,2021-04-14 08:05:52 UTC
441,next generation,Supplements,76.87,2021-07-05 16:50:52,2021-07-06 16:50:52 UTC
442,dynamic,Supplements,65.95,2021-07-08 00:14:47,2021-07-11 00:14:47 UTC
443,3rd generation,Supplements,45.37,2021-05-09 14:28:21,2021-05-12 14:28:21 UTC
444,mobile,Clothes,41.08,2021-10-15 13:10:57,2021-10-18 13:10:57 UTC
445,groupware,Medicine,47.98,2021-12-18 02:22:30,2021-12-21 02:22:30 UTC
446,Reactive,Toys,55.73,2022-02-07 05:05:04,2022-02-07 05:05:04 UTC
447,Progressive,Supplements,74.61,2022-01-03 17:02:03,2022-01-06 17:02:03 UTC
448,clear-thinking,Bedding,65.86,2022-01-10 10:38:59,2022-01-12 10:38:59 UTC
449,De-engineered,Toys,36.88,2021-08-31 09:00:40,2021-09-01 09:00:40 UTC
450,Multi-channelled,Food,23.91,2021-05-05 16:46:41,2021-05-06 16:46:41 UTC
451,methodology,Food,65.29,2021-05-27 22:26:16,2021-05-29 22:26:16 UTC
452,local area network,Equipment,6.03,2021-04-08 22:57:32,2021-04-08 22:57:32 UTC
453,archive,Toys,12.94,2021-05-17 03:09:08,2021-05-19 03:09:08 UTC
454,Visionary,Toys,28.07,2021-10-15 18:44:27,2021-10-16 18:44:27 UTC
455,Pre-emptive,Food,8.65,2021-03-13 01:39:38,2021-03-14 01:39:38 UTC
456,budgetary management,Snack,14.82,2021-09-15 05:51:15,2021-09-15 05:51:15 UTC
457,bifurcated,Accessory,45.42,2021-05-23 05:06:08,2021-05-23 05:06:08 UTC
458,fault-tolerant,Equipment,41.64,2021-04-21 18:22:45,2021-04-23 18:22:45 UTC
459,Multi-lateral,Supplements,21.24,2021-09-08 18:24:03,2021-09-09 18:24:03 UTC
460,mobile,Accessory,72.43,2021-07-27 14:24:41,2021-07-29 14:24:41 UTC
461,approach,Supplements,56.58,2022-01-16 12:29:22,2022-01-16 12:29:22 UTC
462,Versatile,Supplements,48.33,2021-09-02 10:39:13,2021-09-02 10:39:13 UTC
463,knowledge user,Snack,50.5,2021-06-15 14:11:39,2021-06-17 14:11:39 UTC
464,Balanced,Housing,43.75,2022-01-20 22:27:37,2022-01-21 22:27:37 UTC
465,info-mediaries,Clothes,33.83,2022-02-06 20:03:55,2022-02-09 20:03:55 UTC
466,discrete,Toys,33.34,2021-11-15 16:18:25,2021-11-18 16:18:25 UTC
467,installation,Snack,11.67,2021-03-17 14:02:37,2021-03-20 14:02:37 UTC
468,foreground,Snack,2.7,2021-07-14 13:20:55,2021-07-16 13:20:55 UTC
469,background,Food,39.42,2021-04-19 03:32:24,2021-04-20 03:32:24 UTC
470,Stand-alone,Medicine,29.89,2021-06-14 23:23:44,2021-06-17 23:23:44 UTC
471,transitional,Toys,58.51,2021-05-21 03:58:35,2021-05-21 03:58:35 UTC
472,contingency,Snack,30.02,2021-11-15 11:39:12,2021-11-18 11:39:12 UTC
473,leading edge,Housing,63.99,2022-01-13 06:59:38,2022-01-13 06:59:38 UTC
474,stable,Equipment,22.45,2021-05-13 01:56:11,2021-05-16 01:56:11 UTC
475,dedicated,Food,33.75,2021-07-04 13:55:30,2021-07-06 13:55:30 UTC
476,Networked,Medicine,24.73,2022-02-10 15:35:02,2022-02-13 15:35:02 UTC
477,asymmetric,Bedding,2.32,2021-06-14 17:19:44,2021-06-17 17:19:44 UTC
478,mission-critical,Medicine,30.78,2021-09-17 10:35:43,2021-09-18 10:35:43 UTC
479,projection,Supplements,33.58,2021-05-06 09:37:52,2021-05-06 09:37:52 UTC
480,matrices,Medicine,58.39,2021-12-15 07:37:07,2021-12-18 07:37:07 UTC
481,fault-tolerant,Clothes,48.6,2021-10-25 15:15:36,2021-10-27 15:15:36 UTC
482,collaboration,Medicine,28.88,2022-02-22 18:06:55,2022-02-25 18:06:55 UTC
483,paradigm,Toys,68.65,2021-09-03 09:44:50,2021-09-06 09:44:50 UTC
484,Team-oriented,Supplements,30.09,2021-12-12 17:26:51,2021-12-15 17:26:51 UTC
485,Open-architected,Food,11.45,2021-12-14 06:30:50,2021-12-14 06:30:50 UTC
486,intranet,Housing,22.35,2021-08-09 01:05:29,2021-08-11 01:05:29 UTC
487,internet solution,Toys,55.1,2021-12-05 05:08:19,2021-12-05 05:08:19 UTC
488,motivating,Medicine,77.6,2021-10-28 02:55:21,2021-10-30 02:55:21 UTC
489,matrix,Toys,68.94,2021-04-09 21:13:30,2021-04-12 21:13:30 UTC
490,Inverse,Toys,35.42,2021-07-17 11:40:02,2021-07-17 11:40:02 UTC
491,Assimilated,Toys,70.17,2021-08-18 00:34:58,2021-08-18 00:34:58 UTC
492,open system,Supplements,71.41,2022-01-16 08:56:40,2022-01-18 08:56:40 UTC
493,Focused,Grooming,58.59,2021-07-05 04:06:37,2021-07-07 04:06:37 UTC
494,help-desk,Equipment,2.54,2021-10-17 12:18:07,2021-10-20 12:18:07 UTC
495,Streamlined,Medicine,64.21,2022-01-12 10:56:13,2022-01-12 10:56:13 UTC
496,homogeneous,Snack,77.35,2021-06-21 11:28:49,2021-06-21 11:28:49 UTC
497,Cloned,Toys,20.48,2021-04-25 22:24:22,2021-04-28 22:24:22 UTC
498,static,Housing,68.48,2022-01-28 09:17:47,2022-01-31 09:17:47 UTC
499,Profound,Housing,24.46,2021-10-26 21:11:40,2021-10-29 21:11:40 UTC
500,Re-engineered,Food,23.11,2021-05-07 08:05:19,2021-05-10 08:05:19 UTC
501,Compatible,Supplements,73.71,2021-08-21 03:03:13,2021-08-21 03:03:13 UTC
502,Organized,Toys,51.23,2021-03-16 01:07:44,2021-03-18 01:07:44 UTC
503,dedicated,Clothes,39.71,2021-05-27 22:33:14,2021-05-30 22:33:14 UTC
504,User-centric,Toys,17.9,2021-09-28 09:09:26,2021-09-30 09:09:26 UTC
505,needs-based,Toys,2.09,2021-06-04 21:20:18,2021-06-05 21:20:18 UTC
506,open system,Snack,58.84,2022-01-22 14:07:57,2022-01-22 14:07:57 UTC
507,Multi-tiered,Medicine,13.05,2021-11-15 19:40:55,2021-11-17 19:40:55 UTC
508,regional,Equipment,53.11,2021-06-20 16:59:31,2021-06-20 16:59:31 UTC
509,Visionary,Toys,65.26,2021-05-28 09:02:25,2021-05-29 09:02:25 UTC
510,value-added,Supplements,25.62,2021-06-24 16:58:00,2021-06-25 16:58:00 UTC
511,mobile,Supplements,33.12,2021-12-16 04:30:17,2021-12-16 04:30:17 UTC
512,Fundamental,Food,76.2,2021-11-07 05:19:31,2021-11-07 05:19:31 UTC
513,context-sensitive,Toys,22.76,2021-07-16 16:38:24,2021-07-16 16:38:24 UTC
514,Function-based,Toys,5.72,2021-08-19 04:29:20,2021-08-21 04:29:20 UTC
